Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2025-10-02T17:03:44Z,Start,33.78677, -84.39207,270.75832748413086,"",""
2025-10-02T18:19:10Z,End,33.78651, -84.39207,270.5471465084702,"",""
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2025-10-02T17:36:50Z,2025-10-02T13:36:50Z,1984.988450050354,33.79208, -84.39500,14.245954552712744,275.3871118221432,4.2923544100661335,2640.781498530908,1.0124325621413366,1.6250985579776216,180.26336669921875,235.9256134033203,241.54046630859375,11.63452434539795,3451.313426469836,0.0
2025-10-02T17:36:56Z,2025-10-02T13:36:56Z,1990.9895310401917,33.79199, -84.39505,14.245954525225459,275.2466246057302,4.293572803383438,2652.4848254683943,2.32752852120133,1.1861559360811338,180.26336669921875,209.7445068359375,215.35935974121094,11.770964622497559,-33.80552719944744,0.0
2025-10-02T17:37:05Z,2025-10-02T13:37:05Z,1999.9880729913712,33.79189, -84.39509,14.245954523031624,274.6071084169671,4.992082439888024,2664.209560833631,1.0252068626329092,1.161870972415068,181.39453125,221.75509643554688,227.3699493408203,11.899771690368652,579.5360876001017,0.0
2025-10-02T17:37:10Z,2025-10-02T13:37:10Z,2004.9875169992447,33.79181, -84.39502,14.245954493226133,274.9642836395651,5.882484111233878,2675.281518369424,1.3869324219222945,0.8845743255838739,181.39453125,261.81695556640625,267.43182373046875,11.861327171325684,-61.86223423710473,0.0
2025-10-02T17:37:20Z,2025-10-02T13:37:20Z,2014.9872270822525,33.79171, -84.39502,14.245954492344042,276.5883058356121,6.77175832628375,2686.1007595617257,1.3016541162056356,0.9171650678619487,225.88772583007812,176.74847412109375,182.3633270263672,11.539758682250977,33.84364239069385,0.0
2025-10-02T17:37:28Z,2025-10-02T13:37:28Z,2022.9882559776306,33.79161, -84.39504,14.06566242541467,276.97228315472603,5.816550348668685,2697.6986391268406,0.9555755169162343,0.9269663179157547,207.56873095694155,214.5550079345703,220.16986083984375,11.45447826385498,16.181723512565235,0.0
2025-10-02T17:37:34Z,2025-10-02T13:37:34Z,2028.9959890842438,33.79152, -84.39509,12.642403821776583,276.70477386564016,4.997576355630232,2708.261075620603,1.252074990620587,2.2019356780393706,186.50953929792237,216.04420471191406,221.6590576171875,11.50277042388916,46.626805070203694,0.0
2025-10-02T17:37:39Z,2025-10-02T13:37:39Z,2033.987869977951,33.79143, -84.39515,13.582097776699445,276.69152237754315,6.216622606823069,2720.0019681176577,1.0969683586873693,1.6503161855821986,180.14738823399034,194.02459716796875,199.6394500732422,11.541277885437012,-55.30412300894772,0.0
2025-10-02T17:37:44Z,2025-10-02T13:37:44Z,2038.9876160621643,33.79133, -84.39513,15.002274189792653,278.2831911025569,7.195794639868609,2731.270560940121,0.9157760415028603,1.7043079090149582,163.47721674274484,121.47212219238281,127.08698272705078,11.620243072509766,198.6429972268125,0.0
2025-10-02T17:38:01Z,2025-10-02T13:38:01Z,2055.98706305027,33.79122, -84.39514,16.11128825328943,278.10805149096996,6.672070616326027,2742.8355128462276,1.6204934188117217,0.7358929608261793,222.44798369570566,226.64544677734375,232.2602996826172,11.541051864624023,56.088505606388594,0.0
